n,b,noise_ratio,confidence,lmsr_mean,cfmm_mean,lmsr_std,cfmm_std
8,800,0.6,0.8,-0.7959784865589845,-0.867915615093389,3.1302305697090786,2.531828278063442
8,800,0.9,0.05,-9.781015915305181,-2.2318821599515823,21.80203228649455,16.637764668189856
8,800,0.9,0.2,-3.761178299676866,0.3935590293150418,6.703956263780231,3.9729450225216847
8,800,0.9,0.5,-0.5857594143704006,-0.4462830224404356,3.212831981512674,3.3383789434257776
8,800,0.9,0.8,-0.510423387587507,0.36361782247298424,2.5724512552804186,1.9776562615478155
32,50,0.3,0.05,-12.852488715704862,-2.374772877796277,33.30457190157991,14.727839090214603
32,50,0.3,0.2,-3.41244207119967,-3.0884108637190546,11.241707796890648,9.076311843371387
32,50,0.3,0.5,-0.17967170365415416,-0.6472740147863357,2.9794655635442986,2.651240646122803
32,50,0.3,0.8,0.07702698737931163,0.06601645872196063,0.6852744165995122,0.6512496029643651
32,50,0.6,0.05,-17.392609882884145,-5.679733299720018,33.86631754223536,16.585348574606247
32,50,0.6,0.2,-4.552538044375159,-1.8094925616435515,8.978709323420809,6.129441822499697
32,50,0.6,0.5,-0.11415884036982807,-0.6905162902425503,1.9542675919238905,2.9205799198252222
32,50,0.6,0.8,-0.12099946934803109,-0.17231371003320514,0.5470594170731262,0.5214900543191883
32,50,0.9,0.05,-2.3785618894192573,-5.4327505071047835,12.657390801314307,13.855868360098366
32,50,0.9,0.2,-1.1437032032694385,-0.43693227635833387,2.797058143558633,2.460194237333824
32,50,0.9,0.5,-0.4530934008161011,-0.38001177397774577,1.5000980131092034,1.5382299390155507
32,50,0.9,0.8,-0.1839754050963434,0.16830149900170846,0.8196918145417109,0.7140088373119406
32,200,0.3,0.05,-39.07095576655415,-33.74468870146161,93.09511229808432,71.47228539281902
32,200,0.3,0.2,-3.8261879668333236,-3.130601950257233,11.85149227478161,13.131453340586539
32,200,0.3,0.5,-0.9031699114609338,0.2604809090776543,3.252888571761138,3.1916872281181097
32,200,0.3,0.8,-0.040464814799638364,-0.15989880364253295,0.5458195300828207,0.49104449958721375
32,200,0.6,0.05,-2.808897320268706,-24.63965711730013,39.40958100356726,57.24538144739813
32,200,0.6,0.2,-5.541176606340394,-3.4615075961318382,9.885933178573463,9.235982432994234
32,200,0.6,0.5,-1.4924493717296847,-0.8100269199501627,3.254747388441476,2.828879050502131
32,200,0.6,0.8,-0.03479382662121312,-0.011957786502855505,0.47921511096409947,0.6858634721494635
32,200,0.9,0.05,-8.228257750077548,-3.915130220887435,17.74253185224756,13.666432761754347
32,200,0.9,0.2,-0.7882591976946814,-0.44440041615986914,3.018733750252268,2.4151241471511153
32,200,0.9,0.5,-0.33477641253716256,-0.3778315487561251,1.4334830947265607,1.8196673187844534
32,200,0.9,0.8,-0.3887473761420582,-0.04938870329315934,1.2399809066278558,0.7310833698272445
32,800,0.3,0.05,-28.5215750204479,10.885393404866912,99.73486936424355,1.5921557425037605
32,800,0.3,0.2,-6.101599933002528,-4.368508833983336,14.478015537493372,12.984671488309878
32,800,0.3,0.5,-1.3236287166963474,-1.0408644630942034,4.024627373965838,3.2068171938839813
32,800,0.3,0.8,-0.0996801005720083,0.04533158288573672,0.6184749077478966,0.4865216971974873
